generation,best_fitness,current_min_fitness,best_chromosome,diversity
0,325.5074632161309,325.5074632161309,"[17, 58, 54, 38, 163, 0, 0]",103.90141512439355
1,304.0825951880035,304.0825951880035,"[26, 61, 58, 27, 25, 0, 0]",110.21955734020318
2,296.95576992154395,296.95576992154395,"[38, 58, 32, 5, 34, 0, 0]",107.51905744136855
3,296.95576992154395,296.95576992154395,"[38, 58, 32, 5, 34, 0, 0]",108.11189835900737
4,296.95576992154395,296.95576992154395,"[38, 58, 32, 5, 34, 0, 0]",113.0824573645935
5,296.95576992154395,296.95576992154395,"[38, 58, 32, 5, 34, 0, 0]",116.337040406487
6,294.9533885013718,294.9533885013718,"[58, 61, 27, 175, 127, 0, 0]",114.43913674700782
7,294.9533885013718,294.9533885013718,"[58, 61, 27, 175, 127, 0, 0]",110.9103804424538
8,260.814808759195,260.814808759195,"[26, 61, 55, 175, 178, 0, 0]",111.76164676514965
9,260.814808759195,260.814808759195,"[26, 61, 55, 175, 178, 0, 0]",100.99988756098298
10,260.814808759195,260.814808759195,"[26, 61, 55, 175, 178, 0, 0]",117.18690799464464
11,260.814808759195,260.814808759195,"[26, 61, 55, 175, 178, 0, 0]",109.69039556957897
12,260.814808759195,260.814808759195,"[26, 61, 55, 175, 178, 0, 0]",107.79794345791476
13,260.814808759195,260.814808759195,"[26, 61, 55, 175, 178, 0, 0]",103.13417225626125
14,260.814808759195,260.814808759195,"[26, 61, 55, 175, 178, 0, 0]",107.03503939799442
15,251.89571277255823,251.89571277255823,"[41, 61, 55, 173, 178, 0, 0]",104.72697825222345
16,251.89571277255823,251.89571277255823,"[41, 61, 55, 173, 178, 0, 0]",102.03513044232399
17,251.89571277255823,251.89571277255823,"[41, 61, 55, 173, 178, 0, 0]",110.08460384122532
18,251.89571277255823,251.89571277255823,"[41, 61, 55, 173, 178, 0, 0]",104.56467289504414
19,251.89571277255823,251.89571277255823,"[41, 61, 55, 173, 178, 0, 0]",101.75184046887652
20,251.89571277255823,251.89571277255823,"[41, 61, 55, 173, 178, 0, 0]",108.2281501469269
21,251.89571277255823,251.89571277255823,"[41, 61, 55, 173, 178, 0, 0]",106.22024154837116
22,251.89571277255823,251.89571277255823,"[41, 61, 55, 173, 178, 0, 0]",111.04239990188339
23,251.89571277255823,251.89571277255823,"[41, 61, 55, 173, 178, 0, 0]",110.33380301988937
24,251.89571277255823,251.89571277255823,"[41, 61, 55, 173, 178, 0, 0]",110.61359441152517
25,251.89571277255823,251.89571277255823,"[41, 61, 55, 173, 178, 0, 0]",108.61325344941024
26,251.89571277255823,251.89571277255823,"[41, 61, 55, 173, 178, 0, 0]",110.38789060317667
27,251.89571277255823,251.89571277255823,"[41, 61, 55, 173, 178, 0, 0]",113.2642420752089
28,251.89571277255823,251.89571277255823,"[41, 61, 55, 173, 178, 0, 0]",116.82047414695515
29,251.89571277255823,251.89571277255823,"[41, 61, 55, 173, 178, 0, 0]",118.34552807526232
30,251.89571277255823,251.89571277255823,"[41, 61, 55, 173, 178, 0, 0]",112.0952779128616
31,251.89571277255823,251.89571277255823,"[41, 61, 55, 173, 178, 0, 0]",111.11175927568843
32,251.89571277255823,251.89571277255823,"[41, 61, 55, 173, 178, 0, 0]",110.54897599016002
33,251.89571277255823,251.89571277255823,"[41, 61, 55, 173, 178, 0, 0]",109.20002820163765
34,251.89571277255823,251.89571277255823,"[41, 61, 55, 173, 178, 0, 0]",109.0096240984501
35,251.89571277255823,251.89571277255823,"[41, 61, 55, 173, 178, 0, 0]",121.18037052374846
36,251.89571277255823,251.89571277255823,"[41, 61, 55, 173, 178, 0, 0]",114.73562522576745
37,251.89571277255823,251.89571277255823,"[41, 61, 55, 173, 178, 0, 0]",116.76076617672179
38,251.89571277255823,251.89571277255823,"[41, 61, 55, 173, 178, 0, 0]",123.89155020067994
39,251.89571277255823,251.89571277255823,"[41, 61, 55, 173, 178, 0, 0]",111.79845625697767
40,251.89571277255823,251.89571277255823,"[41, 61, 55, 173, 178, 0, 0]",107.74225795745544
41,245.1205038448483,245.1205038448483,"[41, 61, 58, 173, 178, 0, 0]",92.43105929751843
42,245.1205038448483,245.1205038448483,"[41, 61, 58, 173, 178, 0, 0]",81.82411167599263
43,245.1205038448483,245.1205038448483,"[41, 61, 58, 173, 178, 0, 0]",61.04436367905661
44,245.1205038448483,245.1205038448483,"[41, 61, 58, 173, 178, 0, 0]",82.71311203410073
45,245.1205038448483,245.1205038448483,"[41, 61, 58, 173, 178, 0, 0]",60.62491078044122
46,245.1205038448483,245.1205038448483,"[41, 61, 58, 173, 178, 0, 0]",43.9718835947313
47,245.1205038448483,245.1205038448483,"[41, 61, 58, 173, 178, 0, 0]",76.91646503191332
48,245.1205038448483,245.1205038448483,"[41, 61, 58, 173, 178, 0, 0]",59.16364907559659
49,245.1205038448483,245.1205038448483,"[41, 61, 58, 173, 178, 0, 0]",32.692918691467774
50,245.1205038448483,245.1205038448483,"[41, 61, 58, 173, 178, 0, 0]",69.80252283239518
51,244.61451449668533,244.61451449668533,"[40, 61, 58, 173, 178, 0, 0]",34.418960299830154
52,244.61451449668533,244.61451449668533,"[40, 61, 58, 173, 178, 0, 0]",15.403390080118713
53,244.61451449668533,244.61451449668533,"[40, 61, 58, 173, 178, 0, 0]",32.15309577259997
54,244.61451449668533,244.61451449668533,"[40, 61, 58, 173, 178, 0, 0]",16.690727241931942
55,231.81481595204482,231.81481595204482,"[40, 61, 58, 180, 178, 0, 0]",29.405734286106796
56,231.81481595204482,231.81481595204482,"[40, 61, 58, 180, 178, 0, 0]",19.75964009218431
57,231.81481595204482,231.81481595204482,"[40, 61, 58, 180, 178, 0, 0]",9.283080750038486
58,231.81481595204482,231.81481595204482,"[40, 61, 58, 180, 178, 0, 0]",28.384352058659548
59,231.81481595204482,231.81481595204482,"[40, 61, 58, 180, 178, 0, 0]",15.76149777754762
60,231.81481595204482,231.81481595204482,"[40, 61, 58, 180, 178, 0, 0]",15.288311342933886
