generation,best_fitness,current_min_fitness,best_chromosome,avg_fitness,std_fitness,diversity
0,67.17803860580187,67.17803860580187,[ 50  56  59  10 106   0   8],78.3699053580416,4.758911772408171,104.50579552316137
1,63.91995975414474,63.91995975414474,[46 36 55 12 32  1  1],76.5121591736972,4.934490949918192,102.37295097393525
2,58.836551875502224,58.836551875502224,[ 44  22  59 171 170   0   0],75.48658747751597,4.526422922203302,102.57287926400139
3,58.836551875502224,58.836551875502224,[ 44  22  59 171 170   0   0],75.10518689365777,4.504694885544423,109.48263151546442
4,58.836551875502224,58.836551875502224,[ 44  22  59 171 170   0   0],75.07985918547395,4.8320437296293735,108.67722689201159
5,54.51639108818282,54.51639108818282,[54 58 59 22 10  0  1],73.95127073758505,5.0734540492269735,115.27871387027793
6,54.51639108818282,54.51639108818282,[54 58 59 22 10  0  1],71.41857274325488,5.578705411813817,110.39721410315305
7,54.51639108818282,54.51639108818282,[54 58 59 22 10  0  1],72.35465224512936,4.4137088649961616,105.42413028946059
8,54.51639108818282,54.51639108818282,[54 58 59 22 10  0  1],71.01264848271539,5.040864543246108,104.00573981214164
9,52.56453177142711,52.56453177142711,[ 54  48  59 147 170   0   0],69.9018892915177,5.522329821424522,102.32603761047436
10,52.56453177142711,52.56453177142711,[ 54  48  59 147 170   0   0],71.60859897324994,4.767275976576769,107.64445840789436
11,50.19346661911015,50.19346661911015,[ 44  54  60 171 169   0   0],70.87898637816664,5.267501845589942,103.73605043992765
12,50.19346661911015,50.19346661911015,[ 44  54  60 171 169   0   0],70.61033408719955,6.660702068774336,105.28547493333663
13,50.19346661911015,50.19346661911015,[ 44  54  60 171 169   0   0],72.46227327739524,5.143959964003616,107.29785650365238
14,50.10486531310869,50.10486531310869,[ 46  54  60 171 169   0   0],72.14137932394117,5.518878251365694,109.49416101538323
15,50.10486531310869,50.10486531310869,[ 46  54  60 171 169   0   0],70.63943405929771,5.501148502249018,110.31797762110594
16,50.10486531310869,50.10486531310869,[ 46  54  60 171 169   0   0],70.75029963793651,6.313530607035819,111.21831338924436
17,50.10486531310869,50.10486531310869,[ 46  54  60 171 169   0   0],71.393972821343,5.8389898946985195,113.42035939511038
18,49.982611560933734,49.982611560933734,[ 54  56  60 171 169   0   0],69.43714823847064,7.064981420635631,105.20638469846261
19,49.982611560933734,49.982611560933734,[ 54  56  60 171 169   0   0],69.46581838715845,5.484544513936173,109.9974837121582
20,49.982611560933734,49.982611560933734,[ 54  56  60 171 169   0   0],68.51367681789853,6.534610862111963,104.52879365058465
21,49.982611560933734,49.982611560933734,[ 54  56  60 171 169   0   0],68.21203742767685,7.8490473313126286,117.97650300969704
22,49.77508141752003,49.77508141752003,[ 44  56  60 171 169   0   0],68.31626902071315,7.567855188532513,118.36469755804208
23,49.77508141752003,49.77508141752003,[ 44  56  60 171 169   0   0],68.39238999719574,7.791089069719607,105.5323701253498
24,49.77508141752003,49.77508141752003,[ 44  56  60 171 169   0   0],69.19473885903639,6.528023285353478,109.09029467415601
25,49.77508141752003,49.77508141752003,[ 44  56  60 171 169   0   0],67.69418239308497,5.831622305112764,98.06275180857499
26,49.77508141752003,49.77508141752003,[ 44  56  60 171 169   0   0],66.8256278067307,6.785310024779285,102.91406399517659
27,49.77508141752003,49.77508141752003,[ 44  56  60 171 169   0   0],65.23728055412555,7.499332701603461,109.56229389520126
28,49.77508141752003,49.77508141752003,[ 44  56  60 171 169   0   0],67.99369520212902,6.558909881903007,107.44515056996005
29,49.77508141752003,49.77508141752003,[ 44  56  60 171 169   0   0],69.38476132259932,7.642399518370821,107.5619698473464
30,49.35985343315713,49.35985343315713,[ 54  59  60 174 169   0   0],65.920334149589,7.7388368765856095,103.10322244994116
31,49.35985343315713,49.35985343315713,[ 54  59  60 174 169   0   0],67.2114198137866,6.40915886650328,100.66082753694047
32,49.35985343315713,49.35985343315713,[ 54  59  60 174 169   0   0],65.63440105223997,8.311780135353894,107.20624807260724
33,49.35985343315713,49.35985343315713,[ 54  59  60 174 169   0   0],66.408969009877,8.005459291884247,112.47862810656203
34,49.35985343315713,49.35985343315713,[ 54  59  60 174 169   0   0],66.58727087034167,7.429747939250032,109.0151225738631
35,49.35985343315713,49.35985343315713,[ 54  59  60 174 169   0   0],65.71454363389175,7.202918704053896,103.59745735458206
36,49.35985343315713,49.35985343315713,[ 54  59  60 174 169   0   0],65.95774170683255,8.53079254755098,113.34370792951594
37,49.35985343315713,49.35985343315713,[ 54  59  60 174 169   0   0],67.66298717646538,7.372431803284824,102.27504248131649
38,49.35985343315713,49.35985343315713,[ 54  59  60 174 169   0   0],66.7650915831707,7.436358222980504,100.41328887107322
39,49.35985343315713,49.35985343315713,[ 54  59  60 174 169   0   0],65.85240032743467,6.843863095365603,97.88266853508382
40,49.35985343315713,49.35985343315713,[ 54  59  60 174 169   0   0],66.20816524757976,7.096161313124096,103.70751553690893
41,49.35985343315713,49.35985343315713,[ 54  59  60 174 169   0   0],63.530598321143806,6.75656359858362,103.74784724113503
42,49.35985343315713,49.35985343315713,[ 54  59  60 174 169   0   0],60.15507462793458,6.674803077285501,106.0830709466174
43,49.35985343315713,49.35985343315713,[ 54  59  60 174 169   0   0],58.31447388790431,6.9303985778533335,117.44042080895507
44,49.35985343315713,49.35985343315713,[ 54  59  60 174 169   0   0],57.14429348233769,8.592279015436697,122.50487675318995
