experiment,run,seed,generations,pop_size,best_fitness,best_chromosome,run_time_minutes
GA_Ellipsoid,1,2098,100,100,25.99564363550335,"[60, 124, 123, 3, 0, 10, 0]",50.63911879460017
GA_Ellipsoid,2,1896,100,100,23.468973134805893,"[48, 118, 117, 178, 178, 7, 0]",51.17835210164388
GA_Ellipsoid,3,7596,100,100,22.436399766062166,"[39, 114, 121, 1, 0, 1, 0]",49.06542958418528
GA_Ellipsoid,4,7919,100,100,22.49390681302526,"[43, 120, 123, 1, 2, 6, 0]",50.18294430573781
GA_Ellipsoid,5,1667,100,100,24.06796814573523,"[52, 122, 121, 179, 180, 8, 0]",49.78297316233317
GA_Ellipsoid,6,7848,100,100,22.436399766062166,"[39, 117, 122, 1, 0, 2, 0]",49.90739895900091
