experiment,run,seed,generations,pop_size,best_fitness,best_chromosome,run_time_minutes
GA_Cuboid_S75,1,8521,100,100,22.01164048113487,"[44, 152, 212, 0, 8, 7, 3]",47.94958648284276
GA_Cuboid_S75,2,9720,100,100,21.87804046239242,"[44, 151, 247, 1, 6, 7, 4]",55.730948102474215
GA_Cuboid_S75,3,8420,100,100,21.542554614353474,"[41, 135, 133, 0, 4, 2, 0]",52.44307316541672
GA_Cuboid_S75,4,780,100,100,23.01376011014333,"[38, 161, 168, 6, 1, 1, 2]",50.566387275854744
