experiment,run,seed,generations,pop_size,best_fitness,best_chromosome,run_time_minutes
GA_Cuboid_S125,1,7228,100,100,23.10455479274229,"[38, 241, 210, 3, 5, 3, 0]",47.60763591527939
GA_Cuboid_S125,2,4149,100,100,23.384234331972674,"[53, 127, 240, 2, 15, 10, 1]",47.48870071172714
GA_Cuboid_S125,3,5399,100,100,22.906771403635506,"[53, 247, 146, 171, 180, 3, 10]",47.30087591012319
GA_Cuboid_S125,4,6481,100,100,23.033773764135248,"[38, 146, 241, 7, 2, 0, 1]",47.54461890061696
