generation,best_fitness,current_min_fitness,best_chromosome,diversity
0,43.58864696277167,43.58864696277167,"[51, 82, 95, 8, 47, 8, 0]",115.79291305961398
1,42.49785743201076,42.49785743201076,"[56, 40, 94, 32, 11, 6, 0]",109.48214112652536
2,40.25604265722933,40.25604265722933,"[48, 86, 52, 18, 1, 4, 0]",120.07997194266281
3,36.24348893086702,36.24348893086702,"[48, 71, 73, 18, 1, 4, 0]",110.22823075194908
4,34.33691492077372,34.33691492077372,"[40, 71, 73, 18, 1, 0, 0]",102.60776009403233
5,34.33691492077372,34.33691492077372,"[40, 71, 73, 18, 1, 0, 0]",102.99956217437826
6,34.33691492077372,34.33691492077372,"[40, 71, 73, 18, 1, 0, 0]",103.63247314127187
7,34.33691492077372,34.33691492077372,"[40, 71, 73, 18, 1, 0, 0]",105.761540112932
8,34.32933909705655,34.32933909705655,"[40, 71, 75, 18, 1, 0, 0]",109.33291084977103
9,34.32933909705655,34.32933909705655,"[40, 71, 75, 18, 1, 0, 0]",106.41708515903572
10,34.32933909705655,34.32933909705655,"[40, 71, 75, 18, 1, 0, 0]",102.20808793822887
11,32.81412207763142,32.81412207763142,"[48, 60, 97, 18, 2, 0, 0]",108.41920692144488
12,32.81412207763142,32.81412207763142,"[48, 60, 97, 18, 2, 0, 0]",112.59557642350977
13,32.81412207763142,32.81412207763142,"[48, 60, 97, 18, 2, 0, 0]",112.1230265004815
14,32.81412207763142,32.81412207763142,"[48, 60, 97, 18, 2, 0, 0]",110.19110772739806
15,32.81412207763142,32.81412207763142,"[48, 60, 97, 18, 2, 0, 0]",107.46368176203282
16,32.81412207763142,32.81412207763142,"[48, 60, 97, 18, 2, 0, 0]",106.8098637798791
17,32.81412207763142,32.81412207763142,"[48, 60, 97, 18, 2, 0, 0]",114.01643980310628
18,30.299568552503132,30.299568552503132,"[32, 86, 97, 172, 170, 3, 0]",116.96609237196577
19,30.299568552503132,30.299568552503132,"[32, 86, 97, 172, 170, 3, 0]",107.95664656004337
20,30.299568552503132,30.299568552503132,"[32, 86, 97, 172, 170, 3, 0]",111.78708394171858
21,30.299568552503132,30.299568552503132,"[32, 86, 97, 172, 170, 3, 0]",112.5862988472276
22,30.299568552503132,30.299568552503132,"[32, 86, 97, 172, 170, 3, 0]",109.99532664650809
23,30.299568552503132,30.299568552503132,"[32, 86, 97, 172, 170, 3, 0]",112.6971019088062
24,30.299568552503132,30.299568552503132,"[32, 86, 97, 172, 170, 3, 0]",115.06015820528103
25,29.722075899211713,29.722075899211713,"[32, 98, 97, 172, 170, 3, 0]",111.62123485410903
26,29.722075899211713,29.722075899211713,"[32, 98, 97, 172, 170, 3, 0]",110.38472931918156
27,29.722075899211713,29.722075899211713,"[32, 98, 97, 172, 170, 3, 0]",101.96715047463923
28,26.122796789731595,26.122796789731595,"[59, 98, 97, 18, 2, 8, 0]",109.27020015628683
29,26.122796789731595,26.122796789731595,"[59, 98, 97, 18, 2, 8, 0]",113.1218567229598
30,26.122796789731595,26.122796789731595,"[59, 98, 97, 18, 2, 8, 0]",112.6312369151938
31,26.122796789731595,26.122796789731595,"[59, 98, 97, 18, 2, 8, 0]",108.58136996326583
32,26.122796789731595,26.122796789731595,"[59, 98, 97, 18, 2, 8, 0]",104.66775771975827
33,26.122796789731595,26.122796789731595,"[59, 98, 97, 18, 2, 8, 0]",105.31881811760678
34,26.122796789731595,26.122796789731595,"[59, 98, 97, 18, 2, 8, 0]",103.78874283605427
35,26.122796789731595,26.122796789731595,"[59, 98, 97, 18, 2, 8, 0]",116.40294575858226
36,26.122796789731595,26.122796789731595,"[59, 98, 97, 18, 2, 8, 0]",118.01447820958502
37,26.122796789731595,26.122796789731595,"[59, 98, 97, 18, 2, 8, 0]",109.4196682577202
38,26.122796789731595,26.122796789731595,"[59, 98, 97, 18, 2, 8, 0]",111.62093910527015
39,26.122796789731595,26.122796789731595,"[59, 98, 97, 18, 2, 8, 0]",116.54870766306625
40,26.122796789731595,26.122796789731595,"[59, 98, 97, 18, 2, 8, 0]",105.82965010988754
41,26.122796789731595,26.122796789731595,"[59, 98, 97, 18, 2, 8, 0]",98.35260077165889
42,26.122796789731595,26.122796789731595,"[59, 98, 97, 18, 2, 8, 0]",90.18679860104271
43,26.122796789731595,26.122796789731595,"[59, 98, 97, 18, 2, 8, 0]",83.0343267402431
44,26.122796789731595,26.122796789731595,"[59, 98, 97, 18, 2, 8, 0]",88.73467605106335
45,26.122796789731595,26.122796789731595,"[59, 98, 97, 18, 2, 8, 0]",75.07863082251384
46,26.122796789731595,26.122796789731595,"[59, 98, 97, 18, 2, 8, 0]",64.02618360622647
