generation,best_fitness,current_min_fitness,best_chromosome,diversity
0,42.14964389890581,42.14964389890581,"[42, 56, 60, 47, 8, 2, 0]",128.54256177714913
1,42.14964389890581,42.14964389890581,"[42, 56, 60, 47, 8, 2, 0]",117.17711146011786
2,39.05611660741966,39.05611660741966,"[44, 124, 61, 18, 5, 4, 0]",115.9650181393056
3,37.805486310686916,37.805486310686916,"[53, 61, 96, 159, 165, 4, 0]",112.20640697164961
4,37.805486310686916,37.805486310686916,"[53, 61, 96, 159, 165, 4, 0]",114.98081125652638
5,29.1234785981025,29.1234785981025,"[55, 98, 89, 160, 180, 8, 0]",116.84262784635385
6,29.1234785981025,29.1234785981025,"[55, 98, 89, 160, 180, 8, 0]",122.03834767478509
7,29.1234785981025,29.1234785981025,"[55, 98, 89, 160, 180, 8, 0]",127.07476647666599
8,25.4875099707336,25.4875099707336,"[55, 98, 116, 160, 180, 8, 0]",125.72120584650041
9,25.4875099707336,25.4875099707336,"[55, 98, 116, 160, 180, 8, 0]",127.45687290904992
10,25.4875099707336,25.4875099707336,"[55, 98, 116, 160, 180, 8, 0]",127.88246653140551
11,25.4875099707336,25.4875099707336,"[55, 98, 116, 160, 180, 8, 0]",123.98455067637417
12,25.4875099707336,25.4875099707336,"[55, 98, 116, 160, 180, 8, 0]",125.50901848283993
13,25.4875099707336,25.4875099707336,"[55, 98, 116, 160, 180, 8, 0]",121.5703610135875
14,25.4875099707336,25.4875099707336,"[55, 98, 116, 160, 180, 8, 0]",115.46033125377886
15,25.4875099707336,25.4875099707336,"[55, 98, 116, 160, 180, 8, 0]",118.64352963152096
16,25.4875099707336,25.4875099707336,"[55, 98, 116, 160, 180, 8, 0]",118.08203529003377
17,25.4875099707336,25.4875099707336,"[55, 98, 116, 160, 180, 8, 0]",116.82468280948243
18,25.4875099707336,25.4875099707336,"[55, 98, 116, 160, 180, 8, 0]",125.02375717285018
19,25.4875099707336,25.4875099707336,"[55, 98, 116, 160, 180, 8, 0]",120.5741237577613
20,25.4875099707336,25.4875099707336,"[55, 98, 116, 160, 180, 8, 0]",124.24928691505944
21,25.4875099707336,25.4875099707336,"[55, 98, 116, 160, 180, 8, 0]",121.61836588263027
22,25.4875099707336,25.4875099707336,"[55, 98, 116, 160, 180, 8, 0]",124.43424935188015
23,25.4875099707336,25.4875099707336,"[55, 98, 116, 160, 180, 8, 0]",120.16577680610074
24,25.4875099707336,25.4875099707336,"[55, 98, 116, 160, 180, 8, 0]",121.62106117359141
25,25.4875099707336,25.4875099707336,"[55, 98, 116, 160, 180, 8, 0]",113.82200831214591
26,25.4875099707336,25.4875099707336,"[55, 98, 116, 160, 180, 8, 0]",106.86019775910924
27,25.4875099707336,25.4875099707336,"[55, 98, 116, 160, 180, 8, 0]",104.1900433912099
28,25.4875099707336,25.4875099707336,"[55, 98, 116, 160, 180, 8, 0]",105.58164954584925
29,25.4875099707336,25.4875099707336,"[55, 98, 116, 160, 180, 8, 0]",113.84247912209584
30,25.4875099707336,25.4875099707336,"[55, 98, 116, 160, 180, 8, 0]",114.49545733122312
31,25.4875099707336,25.4875099707336,"[55, 98, 116, 160, 180, 8, 0]",114.18166460809896
32,25.4875099707336,25.4875099707336,"[55, 98, 116, 160, 180, 8, 0]",112.58754884928442
33,25.4875099707336,25.4875099707336,"[55, 98, 116, 160, 180, 8, 0]",110.30732881520899
34,25.4875099707336,25.4875099707336,"[55, 98, 116, 160, 180, 8, 0]",105.5372917876573
35,25.4875099707336,25.4875099707336,"[55, 98, 116, 160, 180, 8, 0]",110.2984638937662
36,25.4875099707336,25.4875099707336,"[55, 98, 116, 160, 180, 8, 0]",109.89606986039391
37,25.4875099707336,25.4875099707336,"[55, 98, 116, 160, 180, 8, 0]",113.82698689584528
38,25.4875099707336,25.4875099707336,"[55, 98, 116, 160, 180, 8, 0]",119.25052472675313
39,25.4875099707336,25.4875099707336,"[55, 98, 116, 160, 180, 8, 0]",121.52584156013457
40,25.4875099707336,25.4875099707336,"[55, 98, 116, 160, 180, 8, 0]",128.5728170240665
