generation,best_fitness,current_min_fitness,best_chromosome,avg_fitness,std_fitness,diversity
0,62.81694217133926,62.81694217133926,[ 44  62  55 180 135   7   0],77.61646702770811,5.223312766736386,106.56522344703747
1,62.81694217133926,62.81694217133926,[ 44  62  55 180 135   7   0],76.06136190595473,4.968178403652532,104.66191874158737
2,62.81694217133926,62.81694217133926,[ 44  62  55 180 135   7   0],75.6200785090424,4.610164273296907,106.34742330848292
3,62.81694217133926,62.81694217133926,[ 44  62  55 180 135   7   0],73.83894669495965,4.457622787877442,96.68709318304867
4,62.81694217133926,62.81694217133926,[ 44  62  55 180 135   7   0],72.86821178627758,4.544455663971598,108.33705797477576
5,62.81694217133926,62.81694217133926,[ 44  62  55 180 135   7   0],71.86283427611383,4.449494228141622,105.96373996828507
6,62.81694217133926,62.81694217133926,[ 44  62  55 180 135   7   0],73.1006212968183,4.125106078767121,108.17086208546075
7,62.81694217133926,62.81694217133926,[ 44  62  55 180 135   7   0],73.44691173868488,4.236397466960713,110.01696004032543
8,61.9001210930728,61.9001210930728,[ 50  62  55 180 135   9   0],73.41395392257145,4.321692259163576,111.31086471504415
9,61.9001210930728,61.9001210930728,[ 50  62  55 180 135   9   0],73.49063299247163,4.545678213650489,110.53213005174864
10,61.30944620951385,61.30944620951385,[ 50  62  55 180 135   6   0],72.18413176729904,4.7917274991592205,105.75579363683251
11,57.85479097230726,57.85479097230726,[50 51 50 42 55  0  0],72.01766690294141,4.563293302159894,110.58009613297959
12,57.85479097230726,57.85479097230726,[50 51 50 42 55  0  0],72.5922497813759,4.843470015799856,107.70784869295125
13,57.85479097230726,57.85479097230726,[50 51 50 42 55  0  0],72.65423275584251,4.782469830246162,112.17661076724458
14,57.85479097230726,57.85479097230726,[50 51 50 42 55  0  0],73.34182281224598,4.710741719968077,116.44892663688601
15,57.733437129534664,57.733437129534664,[50 51 51 42 55  0  0],72.6899116222425,4.547217996923763,111.46002778324844
