generation,best_fitness,current_min_fitness,best_chromosome,avg_fitness,std_fitness,diversity
0,70.7891794475548,70.7891794475548,[ 29  53  53 152  94   2   8],80.03161634846958,5.004735491527831,122.81005626877634
1,65.01459432530994,65.01459432530994,[ 58  53  53 152 163   3   0],76.63940022877696,5.968092264975153,111.42587396992002
2,65.01459432530994,65.01459432530994,[ 58  53  53 152 163   3   0],76.3379805157008,5.388883756397687,108.63209244719519
3,65.01459432530994,65.01459432530994,[ 58  53  53 152 163   3   0],75.11789603700319,5.848947750211202,91.52449902927198
4,65.01459432530994,65.01459432530994,[ 58  53  53 152 163   3   0],75.91216245460143,3.912476553560927,103.9810735845462
5,65.01459432530994,65.01459432530994,[ 58  53  53 152 163   3   0],73.52371491687639,5.104835780482698,95.12163712451282
6,65.01459432530994,65.01459432530994,[ 58  53  53 152 163   3   0],76.52370734945052,6.317745971544684,110.6781359055546
7,65.01459432530994,65.01459432530994,[ 58  53  53 152 163   3   0],72.9112867560111,5.419743476101561,113.69875433968032
8,65.01459432530994,65.01459432530994,[ 58  53  53 152 163   3   0],73.44612447250546,5.706165791742661,113.25232573401847
9,65.01459432530994,65.01459432530994,[ 58  53  53 152 163   3   0],73.91714465704243,5.442358286287359,102.08834074540049
