generation,best_fitness,current_min_fitness,best_chromosome,diversity
0,4294967447.34406,4294967447.34406,"[50, 356, 102, 167, 146, 2, 0]",534.4156003700173
1,4294967447.34406,4294967447.34406,"[50, 356, 102, 167, 146, 2, 0]",565.7427846187338
2,4294967436.352541,4294967436.352541,"[37, 934, 742, 9, 16, 3, 0]",562.9170966798615
3,4294967412.470398,4294967412.470398,"[37, 725, 362, 1, 0, 2, 0]",547.9942073897508
4,4294967412.470398,4294967412.470398,"[37, 725, 362, 1, 0, 2, 0]",513.9038627489879
5,4294967412.470398,4294967412.470398,"[37, 725, 362, 1, 0, 2, 0]",485.3360650590028
6,4294967412.470398,4294967412.470398,"[37, 725, 362, 1, 0, 2, 0]",470.49653681957795
7,4294967412.470398,4294967412.470398,"[37, 725, 362, 1, 0, 2, 0]",482.82125622209935
8,4294967407.775081,4294967407.775081,"[39, 934, 80, 9, 0, 2, 0]",512.059301435573
9,4294967407.775081,4294967407.775081,"[39, 934, 80, 9, 0, 2, 0]",496.6793603146787
10,4294967407.775081,4294967407.775081,"[39, 934, 80, 9, 0, 2, 0]",483.52676028925345
11,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",474.34891593478966
12,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",503.3019733181701
13,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",503.31966976817756
14,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",502.1275245394198
15,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",488.97531470851567
16,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",449.9341799475695
17,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",434.6752282856578
18,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",465.0926039586564
19,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",461.36387985231795
20,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",475.3520600646032
21,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",504.7331346919269
22,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",499.5656333677038
23,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",505.6503508921231
24,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",531.6159460490838
25,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",546.8857064276135
26,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",559.3196311215055
27,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",551.272366367988
28,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",535.7188139108586
29,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",539.3256905827385
30,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",537.4233534730658
31,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",529.4654283997771
32,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",528.3434306591034
33,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",512.6079209943304
34,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",507.10024218389134
35,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",510.3210499969127
36,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",520.4987939485991
37,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",531.2385243467603
38,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",517.7649277278961
39,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",472.963434542346
40,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",461.6603451112716
41,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",479.9367866380733
42,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",485.12969028565476
43,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",481.3606982717726
44,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",454.5992639655005
45,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",464.27969050011995
46,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",425.3690365741669
47,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",424.29148744023445
48,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",416.9061972677905
49,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",437.60690947603257
50,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",406.1850590103505
51,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",423.9404943443793
52,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",393.5617407383627
53,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",415.73680738355114
54,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",436.20618081465864
55,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",435.2481184298113
56,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",457.4489318973182
57,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",474.99482916497703
58,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",483.15920331747355
59,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",467.7169874973694
60,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",478.9887155635405
61,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",464.2501178057315
62,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",452.4621604251788
63,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",463.2469498192066
64,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",462.57706048052137
65,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",477.0538593241748
66,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",467.95176233322104
67,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",498.49778340546357
68,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",461.3656368624497
69,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",464.32218018513345
70,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",490.8754347248586
71,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",517.1029362647618
72,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",552.8827720430597
73,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",565.5396124013603
74,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",505.721541567546
75,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",463.83849389952616
76,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",453.3871330979269
77,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",492.4339035190349
78,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",504.2415372803969
79,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",509.6470594095213
80,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",507.795443589965
81,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",492.0161362463905
82,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",479.87810858975195
83,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",487.1040949385061
84,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",475.4777880737688
85,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",436.7151229645624
86,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",401.62604377307326
87,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",408.94531760152654
88,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",423.8340363629311
89,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",445.60460059737625
90,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",373.0387678478671
91,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",353.1956400102407
92,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",381.2451672735745
93,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",403.78553051527996
94,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",396.7194575865702
95,4294967402.479322,4294967402.479322,"[39, 273, 80, 1, 0, 1, 0]",372.260564598767
