generation,best_fitness,current_min_fitness,best_chromosome,diversity
0,42.306148542245296,42.306148542245296,"[51, 73, 101, 127, 171, 1, 2]",173.09172587865748
1,28.23614552967547,28.23614552967547,"[53, 184, 239, 13, 7, 9, 10]",194.71315047242834
2,28.23614552967547,28.23614552967547,"[53, 184, 239, 13, 7, 9, 10]",201.17959737743817
3,28.23614552967547,28.23614552967547,"[53, 184, 239, 13, 7, 9, 10]",204.6974671407062
4,28.23614552967547,28.23614552967547,"[53, 184, 239, 13, 7, 9, 10]",211.83917877336316
5,26.12351304046043,26.12351304046043,"[45, 184, 239, 13, 7, 5, 8]",215.57192487968123
6,26.12351304046043,26.12351304046043,"[45, 184, 239, 13, 7, 5, 8]",210.3644362209233
7,25.573310659556906,25.573310659556906,"[45, 237, 147, 7, 23, 5, 7]",215.98090190141946
8,25.377113355961313,25.377113355961313,"[45, 237, 147, 1, 23, 5, 7]",216.43888763249944
9,24.649905346847618,24.649905346847618,"[45, 201, 236, 13, 7, 5, 8]",213.8284950155095
10,24.649905346847618,24.649905346847618,"[45, 201, 236, 13, 7, 5, 8]",222.6489009772352
11,24.649905346847618,24.649905346847618,"[45, 201, 236, 13, 7, 5, 8]",224.99828789889813
12,24.649905346847618,24.649905346847618,"[45, 201, 236, 13, 7, 5, 8]",220.3236985696712
13,23.468903506070554,23.468903506070554,"[53, 237, 147, 13, 7, 3, 10]",212.69744019354798
14,23.468903506070554,23.468903506070554,"[53, 237, 147, 13, 7, 3, 10]",219.30252930887664
15,23.468903506070554,23.468903506070554,"[53, 237, 147, 13, 7, 3, 10]",225.89469972426312
16,23.44330345591741,23.44330345591741,"[53, 237, 147, 171, 180, 3, 10]",219.05160639230002
17,23.44330345591741,23.44330345591741,"[53, 237, 147, 171, 180, 3, 10]",226.4113013164732
18,23.44330345591741,23.44330345591741,"[53, 237, 147, 171, 180, 3, 10]",220.11757229975933
19,23.44330345591741,23.44330345591741,"[53, 237, 147, 171, 180, 3, 10]",227.40852240613492
20,23.44330345591741,23.44330345591741,"[53, 237, 147, 171, 180, 3, 10]",218.2995945468939
21,23.44330345591741,23.44330345591741,"[53, 237, 147, 171, 180, 3, 10]",221.82566646629573
22,23.001116620745876,23.001116620745876,"[53, 247, 144, 171, 180, 3, 10]",233.05308188926978
23,23.001116620745876,23.001116620745876,"[53, 247, 144, 171, 180, 3, 10]",213.89913935369088
24,23.001116620745876,23.001116620745876,"[53, 247, 144, 171, 180, 3, 10]",238.3785406846467
25,23.001116620745876,23.001116620745876,"[53, 247, 144, 171, 180, 3, 10]",241.10753715267424
26,23.001116620745876,23.001116620745876,"[53, 247, 144, 171, 180, 3, 10]",235.94861381211675
27,23.001116620745876,23.001116620745876,"[53, 247, 144, 171, 180, 3, 10]",223.02902800181684
28,23.001116620745876,23.001116620745876,"[53, 247, 144, 171, 180, 3, 10]",227.2705468460661
29,23.001116620745876,23.001116620745876,"[53, 247, 144, 171, 180, 3, 10]",220.08600675914266
30,23.001116620745876,23.001116620745876,"[53, 247, 144, 171, 180, 3, 10]",227.69605046458844
31,23.001116620745876,23.001116620745876,"[53, 247, 144, 171, 180, 3, 10]",226.71921683710025
32,23.001116620745876,23.001116620745876,"[53, 247, 144, 171, 180, 3, 10]",222.50066683879174
33,23.001116620745876,23.001116620745876,"[53, 247, 144, 171, 180, 3, 10]",223.97258593834843
34,23.001116620745876,23.001116620745876,"[53, 247, 144, 171, 180, 3, 10]",226.81859840202347
35,23.001116620745876,23.001116620745876,"[53, 247, 144, 171, 180, 3, 10]",228.29302529323652
36,23.001116620745876,23.001116620745876,"[53, 247, 144, 171, 180, 3, 10]",226.87638081002436
37,23.001116620745876,23.001116620745876,"[53, 247, 144, 171, 180, 3, 10]",217.19151466337212
38,23.001116620745876,23.001116620745876,"[53, 247, 144, 171, 180, 3, 10]",236.44609152230598
39,23.001116620745876,23.001116620745876,"[53, 247, 144, 171, 180, 3, 10]",222.78537060614093
40,23.001116620745876,23.001116620745876,"[53, 247, 144, 171, 180, 3, 10]",232.65190632465334
41,23.001116620745876,23.001116620745876,"[53, 247, 144, 171, 180, 3, 10]",227.03964326811808
42,22.906771403635506,22.906771403635506,"[53, 247, 146, 171, 180, 3, 10]",209.6769506462536
43,22.906771403635506,22.906771403635506,"[53, 247, 146, 171, 180, 3, 10]",188.31739982356572
44,22.906771403635506,22.906771403635506,"[53, 247, 146, 171, 180, 3, 10]",181.87205253913504
45,22.906771403635506,22.906771403635506,"[53, 247, 146, 171, 180, 3, 10]",169.7682310797349
46,22.906771403635506,22.906771403635506,"[53, 247, 146, 171, 180, 3, 10]",146.94043780669358
47,22.906771403635506,22.906771403635506,"[53, 247, 146, 171, 180, 3, 10]",130.04373655363364
48,22.906771403635506,22.906771403635506,"[53, 247, 146, 171, 180, 3, 10]",108.2910540486145
49,22.906771403635506,22.906771403635506,"[53, 247, 146, 171, 180, 3, 10]",76.42456143754309
