experiment,run,seed,generations,pop_size,best_fitness,best_chromosome,run_time_minutes
GA_Ellipsoid_S200,1,5484,200,100,22.08852988539904,"[42, 118, 104, 1, 2, 5, 0]",93.10304814577103
GA_Ellipsoid_S200,2,8764,200,100,23.014416929760472,"[38, 86, 119, 7, 0, 1, 0]",93.0559939622879
GA_Ellipsoid_S200,3,5467,200,100,24.263386998501012,"[59, 114, 118, 11, 0, 9, 0]",93.1388768196106
GA_Ellipsoid_S200,4,1946,200,100,23.019333050714746,"[38, 85, 122, 7, 1, 1, 0]",94.72625017960867
GA_Ellipsoid_S200,5,6619,200,100,23.01416471069777,"[38, 102, 93, 6, 1, 1, 0]",92.40265640020371
GA_Ellipsoid_S200,6,7040,200,100,22.1648811132864,"[39, 124, 124, 179, 175, 3, 0]",92.23436944882074
GA_Ellipsoid_S200,7,4385,200,100,22.16477341585037,"[39, 85, 113, 179, 175, 1, 0]",92.16066364447276
