generation,best_fitness,current_min_fitness,best_chromosome,diversity
0,301.57373613657745,301.57373613657745,"[42, 53, 59, 32, 33, 0, 0]",107.83128573061497
1,301.57373613657745,301.57373613657745,"[42, 53, 59, 32, 33, 0, 0]",106.09641543002418
2,301.57373613657745,301.57373613657745,"[42, 53, 59, 32, 33, 0, 0]",99.910859950901
3,301.57373613657745,301.57373613657745,"[42, 53, 59, 32, 33, 0, 0]",107.04127214477722
4,301.57373613657745,301.57373613657745,"[42, 53, 59, 32, 33, 0, 0]",100.15948632995787
5,301.57373613657745,301.57373613657745,"[42, 53, 59, 32, 33, 0, 0]",106.38408856437805
6,299.37584280982105,299.37584280982105,"[50, 45, 53, 10, 15, 0, 0]",110.26763948662438
7,299.37584280982105,299.37584280982105,"[50, 45, 53, 10, 15, 0, 0]",105.89917016885036
8,299.37584280982105,299.37584280982105,"[50, 45, 53, 10, 15, 0, 0]",110.72869078706249
9,299.37584280982105,299.37584280982105,"[50, 45, 53, 10, 15, 0, 0]",112.7742807093956
10,299.06576065920945,299.06576065920945,"[56, 45, 53, 79, 94, 0, 0]",113.63754511060066
11,299.06576065920945,299.06576065920945,"[56, 45, 53, 79, 94, 0, 0]",114.6505882927845
12,299.06576065920945,299.06576065920945,"[56, 45, 53, 79, 94, 0, 0]",109.61263757956986
13,299.06576065920945,299.06576065920945,"[56, 45, 53, 79, 94, 0, 0]",105.86441799771188
14,294.1238855307271,294.1238855307271,"[53, 60, 44, 10, 65, 0, 0]",115.28318263175163
15,294.1238855307271,294.1238855307271,"[53, 60, 44, 10, 65, 0, 0]",112.46574197507152
16,292.94348802044163,292.94348802044163,"[56, 45, 59, 109, 180, 0, 0]",111.67076102429107
17,292.94348802044163,292.94348802044163,"[56, 45, 59, 109, 180, 0, 0]",114.62120197125603
18,292.94348802044163,292.94348802044163,"[56, 45, 59, 109, 180, 0, 0]",111.31660796511899
19,292.94348802044163,292.94348802044163,"[56, 45, 59, 109, 180, 0, 0]",121.87744251879623
20,292.94348802044163,292.94348802044163,"[56, 45, 59, 109, 180, 0, 0]",118.26765532935057
21,292.94348802044163,292.94348802044163,"[56, 45, 59, 109, 180, 0, 0]",118.86175965373047
22,291.3982527166819,291.3982527166819,"[54, 39, 59, 132, 180, 0, 0]",107.11504479866404
23,291.3982527166819,291.3982527166819,"[54, 39, 59, 132, 180, 0, 0]",113.546700609476
24,283.5866082069787,283.5866082069787,"[53, 60, 59, 180, 180, 1, 0]",112.0394375434358
25,283.5866082069787,283.5866082069787,"[53, 60, 59, 180, 180, 1, 0]",115.08193286000645
26,278.7449636230588,278.7449636230588,"[53, 60, 52, 180, 180, 0, 0]",120.16351199740569
27,278.7449636230588,278.7449636230588,"[53, 60, 52, 180, 180, 0, 0]",115.95858515201603
28,278.7449636230588,278.7449636230588,"[53, 60, 52, 180, 180, 0, 0]",117.6630578906297
29,248.47261412486037,248.47261412486037,"[50, 60, 59, 180, 180, 0, 0]",119.52059425011456
30,248.47261412486037,248.47261412486037,"[50, 60, 59, 180, 180, 0, 0]",105.48599933161233
31,248.47261412486037,248.47261412486037,"[50, 60, 59, 180, 180, 0, 0]",105.5450200783537
32,248.47261412486037,248.47261412486037,"[50, 60, 59, 180, 180, 0, 0]",115.3646368539999
33,248.47261412486037,248.47261412486037,"[50, 60, 59, 180, 180, 0, 0]",113.95857797437183
34,248.47261412486037,248.47261412486037,"[50, 60, 59, 180, 180, 0, 0]",111.53667020065002
35,248.47261412486037,248.47261412486037,"[50, 60, 59, 180, 180, 0, 0]",108.49572086461805
36,248.47261412486037,248.47261412486037,"[50, 60, 59, 180, 180, 0, 0]",111.6406356133741
37,248.47261412486037,248.47261412486037,"[50, 60, 59, 180, 180, 0, 0]",116.14107204402444
38,237.61206084282244,237.61206084282244,"[31, 60, 59, 180, 180, 0, 0]",115.41435310661008
39,237.61206084282244,237.61206084282244,"[31, 60, 59, 180, 180, 0, 0]",116.5676121004449
40,237.61206084282244,237.61206084282244,"[31, 60, 59, 180, 180, 0, 0]",107.2658048323476
41,237.61206084282244,237.61206084282244,"[31, 60, 59, 180, 180, 0, 0]",107.27286840036582
42,237.61206084282244,237.61206084282244,"[31, 60, 59, 180, 180, 0, 0]",103.99689371372163
43,237.61206084282244,237.61206084282244,"[31, 60, 59, 180, 180, 0, 0]",111.01234490102443
44,237.61206084282244,237.61206084282244,"[31, 60, 59, 180, 180, 0, 0]",108.2547059666007
45,237.61206084282244,237.61206084282244,"[31, 60, 59, 180, 180, 0, 0]",119.64833725792823
46,237.61206084282244,237.61206084282244,"[31, 60, 59, 180, 180, 0, 0]",114.42134500835253
47,237.61206084282244,237.61206084282244,"[31, 60, 59, 180, 180, 0, 0]",111.02037957979631
48,237.61206084282244,237.61206084282244,"[31, 60, 59, 180, 180, 0, 0]",111.3589867725978
49,235.52102181814058,235.52102181814058,"[31, 60, 60, 180, 180, 0, 0]",93.70236192198983
50,235.52102181814058,235.52102181814058,"[31, 60, 60, 180, 180, 0, 0]",66.11292591202717
51,235.52102181814058,235.52102181814058,"[31, 60, 60, 180, 180, 0, 0]",105.866304503971
52,235.52102181814058,235.52102181814058,"[31, 60, 60, 180, 180, 0, 0]",91.78464040141527
53,235.52102181814058,235.52102181814058,"[31, 60, 60, 180, 180, 0, 0]",53.946248560917475
54,235.52102181814058,235.52102181814058,"[31, 60, 60, 180, 180, 0, 0]",79.10843316467145
55,229.58537861722064,229.58537861722064,"[40, 60, 59, 180, 180, 0, 0]",36.390856791746316
56,229.58537861722064,229.58537861722064,"[40, 60, 59, 180, 180, 0, 0]",55.13642641966359
57,226.8662310071206,226.8662310071206,"[40, 60, 60, 180, 180, 0, 0]",29.777130797462288
58,226.8662310071206,226.8662310071206,"[40, 60, 60, 180, 180, 0, 0]",42.4081823185472
59,226.8662310071206,226.8662310071206,"[40, 60, 60, 180, 180, 0, 0]",32.9126648537006
60,226.8662310071206,226.8662310071206,"[40, 60, 60, 180, 180, 0, 0]",45.10891410241543
