generation,best_fitness,current_min_fitness,best_chromosome,diversity
0,335.32504417190364,335.32504417190364,"[50, 49, 58, 80, 122, 1, 1]",106.67262435055754
1,335.32504417190364,335.32504417190364,"[50, 49, 58, 80, 122, 1, 1]",98.92248376862591
2,335.32504417190364,335.32504417190364,"[50, 49, 58, 80, 122, 1, 1]",106.58239888308238
3,334.9298407420499,334.9298407420499,"[50, 51, 58, 80, 122, 1, 1]",107.91150740409223
4,327.5952505502934,327.5952505502934,"[52, 43, 33, 2, 41, 0, 0]",108.7529088398534
5,327.5952505502934,327.5952505502934,"[52, 43, 33, 2, 41, 0, 0]",103.69112454814082
6,327.5952505502934,327.5952505502934,"[52, 43, 33, 2, 41, 0, 0]",104.41534223517698
7,327.5952505502934,327.5952505502934,"[52, 43, 33, 2, 41, 0, 0]",107.81617403939013
8,327.5952505502934,327.5952505502934,"[52, 43, 33, 2, 41, 0, 0]",107.00312586695678
9,325.8135964669487,325.8135964669487,"[52, 43, 33, 2, 72, 0, 0]",114.02995564591453
10,315.8869356543945,315.8869356543945,"[52, 51, 61, 152, 141, 0, 0]",105.65919539102745
11,315.8869356543945,315.8869356543945,"[52, 51, 61, 152, 141, 0, 0]",98.05006566617229
12,315.8869356543945,315.8869356543945,"[52, 51, 61, 152, 141, 0, 0]",100.4349027841972
13,310.2308153296975,310.2308153296975,"[52, 60, 62, 125, 173, 0, 0]",105.1782218177044
14,310.2308153296975,310.2308153296975,"[52, 60, 62, 125, 173, 0, 0]",104.36468250089334
15,310.2308153296975,310.2308153296975,"[52, 60, 62, 125, 173, 0, 0]",112.93012289049118
16,310.2308153296975,310.2308153296975,"[52, 60, 62, 125, 173, 0, 0]",114.82230200119942
17,310.2308153296975,310.2308153296975,"[52, 60, 62, 125, 173, 0, 0]",110.057441837106
18,310.2308153296975,310.2308153296975,"[52, 60, 62, 125, 173, 0, 0]",109.05315274047413
19,310.2308153296975,310.2308153296975,"[52, 60, 62, 125, 173, 0, 0]",110.58630966394361
20,310.2308153296975,310.2308153296975,"[52, 60, 62, 125, 173, 0, 0]",113.37083837666647
21,310.2308153296975,310.2308153296975,"[52, 60, 62, 125, 173, 0, 0]",109.85175283490713
22,310.2308153296975,310.2308153296975,"[52, 60, 62, 125, 173, 0, 0]",113.45007130384577
23,310.2308153296975,310.2308153296975,"[52, 60, 62, 125, 173, 0, 0]",108.66595652752551
24,310.2308153296975,310.2308153296975,"[52, 60, 62, 125, 173, 0, 0]",107.93862786920623
25,310.2308153296975,310.2308153296975,"[52, 60, 62, 125, 173, 0, 0]",112.9501370575317
26,310.2308153296975,310.2308153296975,"[52, 60, 62, 125, 173, 0, 0]",113.22216921398416
27,310.2308153296975,310.2308153296975,"[52, 60, 62, 125, 173, 0, 0]",114.95957607196752
28,310.2308153296975,310.2308153296975,"[52, 60, 62, 125, 173, 0, 0]",117.6955680106661
29,310.2308153296975,310.2308153296975,"[52, 60, 62, 125, 173, 0, 0]",112.09410566512314
30,310.2308153296975,310.2308153296975,"[52, 60, 62, 125, 173, 0, 0]",108.81010988050222
31,310.2308153296975,310.2308153296975,"[52, 60, 62, 125, 173, 0, 0]",108.47090924482717
32,310.2308153296975,310.2308153296975,"[52, 60, 62, 125, 173, 0, 0]",111.31053473722858
33,310.2308153296975,310.2308153296975,"[52, 60, 62, 125, 173, 0, 0]",108.7588359916879
34,310.2308153296975,310.2308153296975,"[52, 60, 62, 125, 173, 0, 0]",120.55516239454231
35,308.6014893202781,308.6014893202781,"[34, 60, 62, 2, 14, 0, 0]",115.92686058885728
36,308.6014893202781,308.6014893202781,"[34, 60, 62, 2, 14, 0, 0]",108.96068764288515
37,308.6014893202781,308.6014893202781,"[34, 60, 62, 2, 14, 0, 0]",110.22930767686718
38,308.6014893202781,308.6014893202781,"[34, 60, 62, 2, 14, 0, 0]",99.69582972308437
39,308.6014893202781,308.6014893202781,"[34, 60, 62, 2, 14, 0, 0]",107.33774178155858
