generation,best_fitness,current_min_fitness,best_chromosome,avg_fitness,std_fitness,diversity
0,67.66949258577554,67.66949258577554,[22 44 60  1 92  0  1],78.63863727205228,4.878607127059968,109.11918563916771
1,65.5257319270942,65.5257319270942,[38 44 60  1 92  0  1],75.85590344969246,4.871614881924963,105.43736928286062
2,64.43438388673223,64.43438388673223,[ 51  10  60 123 174   0   1],74.64387174193213,4.834333190540423,108.92384049179324
3,63.506524946636354,63.506524946636354,[ 34  44  48 166 144   0   1],74.58297307070796,4.697567340236463,113.4018491253698
4,57.815565160052756,57.815565160052756,[57 44 53 23 13  0  1],73.91617134591601,5.290243951144482,102.914238294134
5,57.815565160052756,57.815565160052756,[57 44 53 23 13  0  1],74.273180038681,5.050607011331724,107.81870701953724
6,57.815565160052756,57.815565160052756,[57 44 53 23 13  0  1],73.81997066571056,4.9597503307007935,105.57608031287214
7,56.24535764520249,56.24535764520249,[57 53 53 23 13  0  1],73.15764359567976,5.45926469499785,110.37900724833368
8,56.24535764520249,56.24535764520249,[57 53 53 23 13  0  1],73.26276693230837,4.517948134999795,104.53151472517226
9,56.24535764520249,56.24535764520249,[57 53 53 23 13  0  1],72.90248633559955,4.861321948929846,107.03563847625765
10,56.24535764520249,56.24535764520249,[57 53 53 23 13  0  1],73.28384100393983,4.474440657500983,101.027749939071
11,56.24535764520249,56.24535764520249,[57 53 53 23 13  0  1],72.44254366538215,4.650535765286892,107.48192174368829
12,56.065643601123526,56.065643601123526,[ 56  61  58 129 144   0   1],71.86486780021625,5.231308703948824,104.23233350997772
13,55.71975065338022,55.71975065338022,[ 56  61  58 165 144   0   1],72.15159353566496,6.533059614652583,111.49351501072496
14,55.71975065338022,55.71975065338022,[ 56  61  58 165 144   0   1],72.23290652394941,5.127156550412777,109.37568411265448
15,55.71975065338022,55.71975065338022,[ 56  61  58 165 144   0   1],74.07265361356903,5.61689899271503,111.81595809630687
16,53.26777399565979,53.26777399565979,[56 61 60 40 13  0  1],71.26375602282023,6.733354411842988,107.24615355385919
17,53.26777399565979,53.26777399565979,[56 61 60 40 13  0  1],71.97296202042612,5.703813730923165,110.3909616568004
18,53.26777399565979,53.26777399565979,[56 61 60 40 13  0  1],72.43174497940021,5.777292754764857,108.41242391858194
19,53.26777399565979,53.26777399565979,[56 61 60 40 13  0  1],71.77449781973719,6.220332652262063,101.57710509620617
